id;entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;imagen_1;imagen_2;imagen_3;imagen_4;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;compromiso;destacada;ba_elige;link_interno;pliego_descarga;expediente-numero;estudio_ambiental_descarga;financiamiento;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310;Autódromo Oscar Y Alfredo Gálvez;Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Escaleras;Finalizada;Espacio Público;Corporación Buenos Aires Sur;La Obra Consiste En La Puesta En Valor Del Autódromo De La Ciudad De Bs. As. Las Tareas A Ejecutar Corresponden A La Puesta En Valor De Las Escaleras De Tribunas,Plateas Y Palcos.;1528495;8;Villa Riachuelo;Paz,Gral. Av. Y Roca,Cnel. Av.;-3,469,800,182;-584,698,263;7/10/2017;24/8/2017;1,5;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Escaleras_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Escaleras_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Escaleras_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Escaleras_foto4.jpg;Piedra Roble S.A;2017;Contratación Directa;14-CBAS-2017;30715288318;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/autodromo-oscar-y-alfredo-galvez;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
311;Autódromo Oscar Y Alfredo Gálvez;Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Palco A;Finalizada;Espacio Público;Corporación Buenos Aires Sur;La Obra Consiste En La Puesta En Valor Del Autódromo De La Ciudad De Bs. As. Las Tareas A Ejecutar Corresponden A La Puesta En Valor De La Palco A.;1283329;8;Villa Riachuelo;Paz,Gral. Av. Y Roca,Cnel. Av.;-3,469,800,182;-584,698,263;15/6/2017;15/7/2017;1;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-PalcoA_foto1.jpg;;;;Arco S.R.L;2017;Contratación Directa;15-CBAS-2017;30657249765;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/autodromo-oscar-y-alfredo-galvez;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
312;Autódromo Oscar Y Alfredo Gálvez;Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Tribunas De 1 A 4;Finalizada;Espacio Público;Corporación Buenos Aires Sur;La Obra Consiste En La Puesta En Valor Del Autódromo De La Ciudad De Bs. As. Las Tareas A Ejecutar Corresponden A La Puesta En Valor De Las Tribunas 1 A 4;4614679;8;Villa Riachuelo;Paz,Gral. Av. Y Roca,Cnel. Av.;-3,469,800,182;-584,698,263;19/6/2017;18/8/2017;2;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Tribunas1a4_foto1.jpg;;;;Arco S.R.L;2017;Contratación Directa;16-CBAS-2017;30657249765;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/autodromo-oscar-y-alfredo-galvez;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313;Autódromo Oscar Y Alfredo Gálvez;Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Tribunas De 5 A 9;Finalizada;Espacio Público;Corporación Buenos Aires Sur;La Obra Consiste En La Puesta En Valor Del Autódromo De La Ciudad De Bs. As. Las Tareas A Ejecutar Corresponden A La Puesta En Valor De Las Tribunas 5 A 9;4998364;8;Villa Riachuelo;Paz,Gral. Av. Y Roca,Cnel. Av.;-3,469,800,182;-584,698,263;16/6/2017;30/8/2017;2,5;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Tribunasde5a9_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Tribunasde5a9_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Tribunasde%205a9_foto3.jpg;;Arco S.R.L;2017;Contratación Directa;17-CBAS-2017;30657249765;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/autodromo-oscar-y-alfredo-galvez;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
314;Autódromo Oscar Y Alfredo Gálvez;Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Tribunas De 10 A 15;Finalizada;Espacio Público;Corporación Buenos Aires Sur;La Obra Consiste En La Puesta En Valor Del Autódromo De La Ciudad De Bs. As. Las Tareas A Ejecutar Corresponden A La Puesta En Valor De Las Tribunas 10 A 15;4557686;8;Villa Riachuelo;Paz,Gral. Av. Y Roca,Cnel. Av.;-3,469,800,182;-584,698,263;7/7/2017;9/5/2017;2;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Tribunasde10a15_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Tribunasde10a15_foto2.jpg;;;Mel Contrucciones S.R.L;2017;Contratación Directa;18-CBAS-2017;33714510679;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/autodromo-oscar-y-alfredo-galvez;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
315;Autódromo Oscar Y Alfredo Gálvez;Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Platea A;Finalizada;Espacio Público;Corporación Buenos Aires Sur;La Obra Consiste En La Puesta En Valor Del Autódromo De La Ciudad De Bs. As. Las Tareas A Ejecutar Corresponden A La Puesta En Valor De La Platea A.;4093977;8;Villa Riachuelo;Paz,Gral. Av. Y Roca,Cnel. Av.;-3,469,800,182;-584,698,263;6/12/2017;27/7/2017;1,5;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-PlateaA_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-PlateaA_foto3.jpg;;;Faco S.A;2017;Contratación Directa;19-CBAS-2017;30712463887;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/autodromo-oscar-y-alfredo-galvez;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
316;Autódromo Oscar Y Alfredo Gálvez;Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Sanitarios;Finalizada;Espacio Público;Corporación Buenos Aires Sur;La Obra Consiste En La Puesta En Valor Del Autódromo De La Ciudad De Bs. As. Las Tareas A Ejecutar Corresponden A La Puesta En Valor De Los Sanitarios.;1875949;8;Villa Riachuelo;Paz,Gral. Av. Y Roca,Cnel. Av.;-3,469,800,182;-584,698,263;23/8/2017;21/11/2017;3;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Sanitarios_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Sanitarios_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Sanitarios_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Sanitarios_foto4.jpg;A.E. Ponce Ingenieria S.A.;2017;Contratación Directa;20-CBAS-2017;30714763098;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/autodromo-oscar-y-alfredo-galvez;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
317;Autódromo Oscar Y Alfredo Gálvez;Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Palco B;Finalizada;Espacio Público;Corporación Buenos Aires Sur;La Obra Consiste En La Puesta En Valor Del Autódromo De La Ciudad De Bs. As. Las Tareas A Ejecutar Corresponden A La Puesta En Valor De La Palco B.;1283329;8;Villa Riachuelo;Paz,Gral. Av. Y Roca,Cnel. Av.;-3,469,800,182;-584,698,263;15/6/2017;15/7/2017;1;100;;;;;Arco S.R.L;2017;Contratación Directa;21-CBAS-2017;30657249765;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/autodromo-oscar-y-alfredo-galvez;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
318;Autódromo Oscar Y Alfredo Gálvez;Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Estructura Para Lonas En Escaleras;Finalizada;Espacio Público;Corporación Buenos Aires Sur;La Obra Consiste En La Puesta En Valor Del Autódromo De La Ciudad De Bs. As. Las Tareas A Ejecutar Corresponden Al Montaje De Estructuras Soporte Lonas En Escaleras;2615466;8;Villa Riachuelo;Paz,Gral. Av. Y Roca,Cnel. Av.;-3,469,800,182;-584,698,263;7/10/2017;29/8/2017;1,6;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-EstructuraparalonasenEscaleras_foto1.JPG;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-EstructuraparalonasenEscaleras_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-EstructuraparalonasenEscaleras_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-EstructuraparalonasenEscaleras_foto4.jpg;Piedra Roble S.A;2017;Contratación Directa;22-CBAS-2017;30715288318;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/autodromo-oscar-y-alfredo-galvez;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
319;Autódromo Oscar Y Alfredo Gálvez;Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Cama De Hormigón Triturado â Circuito Nº 12 â Obra Civil;Finalizada;Espacio Público;Corporación Buenos Aires Sur;La Obra Consiste En La Remoción Y Limpieza De Suelo Vegetal,En La Zona De La Curva Principal,Excavación Y Armado Del Cajón Para Colocación Del Material,Dicho Desmonte Es De Aproximadamente 0,20 M. En Toda La Superficie De La Curva,Para Luego Realiza Colocación Del Hormigón Triturado Y Distribución En Forma Superficial Y Pareja De 0,25 M De Espesor Aproximadamente.;7346340;8;Villa Riachuelo;Paz,Gral. Av. Y Roca,Cnel. Av.;-3,469,800,182;-584,698,263;15/6/2017;15/7/2017;1;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-CamadehormigontrituradoCircuito12_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-CamadehormigontrituradoCircuito12_foto3.jpg;;;Arco S.R.L;2017;Contratación Directa;23-CBAS-2017;30657249765;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/autodromo-oscar-y-alfredo-galvez;;;;;,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320;Autódromo Oscar Y Alfredo Gálvez;Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Acceso;Finalizada;Espacio Público;Corporación Buenos Aires Sur;La Obra Consiste En La Puesta En Valor Del Autódromo De La Ciudad De Bs. As. Reparación,Pintura Y Reacondicionamiento General Del Acceso.;1649652;8;Villa Riachuelo;Paz,Gral. Av. Y Roca,Cnel. Av.;-3,469,800,182;-584,698,263;7/11/2017;8/10/2017;1;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Acceso_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Acceso_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Acceso_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Acceso_foto4.jpg;Isofil S.A.I.Y C.;2017;Contratación Directa;24-CBAS-2017;30552340090;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/autodromo-oscar-y-alfredo-galvez;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
321;Autódromo Oscar Y Alfredo Gálvez;Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Tanque De Agua;Finalizada;Espacio Público;Corporación Buenos Aires Sur;La Obra Consiste En La Puesta En Valor Del Autódromo De La Ciudad De Bs. As Las Tareas A Ejecutar Corresponden A La Puesta En Valor Del Tanque De Agua.;994435;8;Villa Riachuelo;Paz,Gral. Av. Y Roca,Cnel. Av.;-3,469,800,182;-584,698,263;16/6/2017;7/11/2017;1;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Tanque%20de%20Agua_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Tanquedeagua_foto2.jpg;;;Arco S.R.L;2017;Contratación Directa;25-CBAS-2017;30657249765;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/autodromo-oscar-y-alfredo-galvez;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
322;Autódromo Oscar Y Alfredo Gálvez;Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Plaza De Honor;Finalizada;Espacio Público;Corporación Buenos Aires Sur;La Obra Consiste En La Puesta En Valor Del Autódromo De La Ciudad De Bs As.Las Tareas A Ejecutar Corresponden A La Puesta En Valor De La Plaza De Honor,Antigua Fuente Y Monumento Central.;3578479;8;Villa Riachuelo;Paz,Gral. Av. Y Roca,Cnel. Av.;-3,469,800,182;-584,698,263;7/7/2017;8/11/2017;1;100;cdn2.buenosaires.gob.ar /baobras/corporacionsur/Autodromo-Plazadehonor_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Plazadehonor_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Plazadehonor_foto3.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Plazadehonor_foto5.jpg;Mel Contrucciones S.R.L;2017;Contratación Directa;26-CBAS-2017;33714510679;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/autodromo-oscar-y-alfredo-galvez;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
323;Autódromo Oscar Y Alfredo Gálvez;Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Muro Perimetral;Finalizada;Espacio Público;Corporación Buenos Aires Sur;La Obra Consiste En La Puesta En Valor Del Autódromo De La Ciudad De Bs As. Las Tareas A Ejecutar Corresponden A La Pintura Y Reparación Del Muro Perimetral Del Autódromo.;3659055;8;Villa Riachuelo;Paz,Gral. Av. Y Roca,Cnel. Av.;-3,469,800,182;-584,698,263;7/7/2017;8/6/2017;1;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Muroperimetral_foto1.jpg;;;;Garrido Marcelo Pablo;2017;Contratación Directa;27-CBAS-2017;20182721094;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/autodromo-oscar-y-alfredo-galvez;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
324;Autódromo Oscar Y Alfredo Gálvez;Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Túnel Peatonal;Finalizada;Espacio Público;Corporación Buenos Aires Sur;La Obra Consiste En La Puesta En Valor Del Autódromo De La Ciudad De Bs As.Las Tareas A Ejecutar Corresponden A La Puesta En Valor Del Túnel Peatonal.;931469;8;Villa Riachuelo;Paz,Gral. Av. Y Roca,Cnel. Av.;-3,469,800,182;-584,698,263;26/6/2017;7/11/2017;0,5;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Tunelpeatonal_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Tunelpeatonal_foto2.jpg;;;Neltec S.R.L.;2017;Contratación Directa;28-CBAS-2017;30707902341;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/autodromo-oscar-y-alfredo-galvez;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;Autódromo Oscar Y Alfredo Gálvez;Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Estructura Sobre Barandas En Plateas;Finalizada;Espacio Público;Corporación Buenos Aires Sur;La Obra Consiste En La Puesta En Valor Del Autódromo De La Ciudad De Bs As.Las Tareas A Ejecutar Corresponden A La Materialización De Una Estructura Metálica Alrededor De Las Plateas Sobre Las Barandas Existentes,Logrando Alcanzar Una Altura De 2.00 Mts.;227617;8;Villa Riachuelo;Paz,Gral. Av. Y Roca,Cnel. Av.;-3,469,800,182;-584,698,263;7/7/2017;27/7/2017;0,5;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Estructurasobrebarandasenplateas_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Estructurasobrebarandasenplateas_foto2.jpg;;;Mel Contrucciones S.R.L;2017;Contratación Directa;29-CBAS-2017;33714510679;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/autodromo-oscar-y-alfredo-galvez;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
326;Autódromo Oscar Y Alfredo Gálvez;Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Tribuna Central;Finalizada;Espacio Público;Corporación Buenos Aires Sur;La Obra Consiste En La Puesta En Valor Del Autódromo De La Ciudad De Bs As,Las Tareas A Ejecutar Corresponden A La Puesta En Valor De La Tribuna Central;1782915;8;Villa Riachuelo;Paz,Gral. Av. Y Roca,Cnel. Av.;-3,469,800,182;-584,698,263;7/12/2017;8/11/2017;1;100;;;;;Cylp S. A;2017;Contratación Directa;30-CBAS-2017;30567789000;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/autodromo-oscar-y-alfredo-galvez;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;Autódromo Oscar Y Alfredo Gálvez;Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Horquilla;Finalizada;Espacio Público;Corporación Buenos Aires Sur;La Obra Consiste En La Puesta En Valor Del Autódromo De La Ciudad De Bs As.Las Tareas A Ejecutar Corresponden A La Puesta En Valor De La Horquilla;2272672;8;Villa Riachuelo;Paz,Gral. Av. Y Roca,Cnel. Av.;-3,469,800,182;-584,698,263;21/7/2017;20/8/2017;1;100;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Intervenci%C3%B3nHorquilla_foto1.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Intervenci%C3%B3nHorquilla_foto2.jpg;cdn2.buenosaires.gob.ar/baobras/corporacionsur/Autodromo-Intervenci%C3%B3nHorquilla_foto3.jpg;;Oznerol S.A.;2017;Contratación Directa;31-CBAS-2017;30714746371;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/autodromo-oscar-y-alfredo-galvez;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328;Autódromo Oscar Y Alfredo Gálvez;Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Provisión E Instalación De Butacas En Platea A;Finalizada;Espacio Público;Corporación Buenos Aires Sur;La Obra Consiste En La Puesta En Valor Del Autódromo De La Ciudad De Bs Aslas Tareas A Ejecutar Corresponden A La Provisión E Instalación De Butacas En El Sector De Platea A.;840030;8;Villa Riachuelo;Paz,Gral. Av. Y Roca,Cnel. Av.;-3,469,800,182;-584,698,263;16/6/2017;7/1/2017;0,5;100;;;;;Diseño Y Equipamientos S.R.L.;2017;Contratación Directa;33-CBAS-2017;30708288353;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/autodromo-oscar-y-alfredo-galvez;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;Entorno La Boca;Centro Comercial A Cielo Abierto Av. Almirante Brown (E/ Av. Pedro De Mendoza Y Av. Martí­n Garcí­a);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Esta obra tuvo como principal objetivo la puesta en valor del espacio público en la Avenida Almirante Brown con el objetivo de incentivar el uso,goce y tránsito seguro del espacio urbano. Se repararon veredas,se incorporaron elementos de alumbrado y se realizó el completamiento del arbolado.;34736770;4;La Boca;RODRIGUEZ,MARTIN y VILLAFAíE,WENCESLAO;-34,632,135;-58,362,471;5/1/2017;12/1/2017;0;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornolaboca_avalmirantebrown_foto1.jpeg;;;;Dynco S.A;2016;;;30708802812;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-la-boca;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-01850910-DGORU.pdf;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;Autódromo Oscar Y Alfredo Gálvez;Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Provisión E Instalación De Butacas En Tribuna Central;Finalizada;Espacio Público;Corporación Buenos Aires Sur;La Obra Consiste En La Puesta En Valor Del Autódromo De La Ciudad De Bs Aslas Tareas A Ejecutar Corresponden A La Provisión E Instalación De Butacas En El Sector De La Tribuna Central;1436125;8;Villa Riachuelo;Paz,Gral. Av. Y Roca,Cnel. Av.;-3,469,800,182;-584,698,263;16/6/2017;16/7/2017;1;100;;;;;Diseño Y Equipamientos S.R.L.;2017;Contratación Directa;35-CBAS-2017;30708288353;usuarios;;;;;http://www.buenosaires.gob.ar/baobras/autodromo-oscar-y-alfredo-galvez;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
331;Plazas y Parques de Comuna 4;Parque Patricios: Área de servicios.;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Se incorporó un área de servicios en espacios verdes en el playón lindero a la biblioteca infantil Enrique Banchs,la cual se conserva intacta. El programa consta de un sector de confiterí­a (50m2) y un núcleo de sanitarios (40m2) con accesibilidad universal que cumplimientan lo normado por la Ley 4950. También se incorporó equipamiento exterior en el parque,como bicicleteros,bancos y equipos de actividad fí­sica.;5818288;4;Parque Patricios;;-34,637,785;-58,407,379;7/1/2017;8/1/2017;0;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna4_serviciosparquepatricios_foto1.jpeg;;;;Ingenor S.A;2016;;;30631453461;;;;;;https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-4;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-13257093-DGRU.pdf;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;Entorno Monte Castro;Centro Comercial A Cielo Abierto Av. ílvarez Jonte (E/Joaquí­n V. González Y Lope De Vega);Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;Los trabajos que se realizaron están orientados a extender las pautas de diseño existentes en el tramo Lope de Vega -Segurola,al tramo que arranca desde esta última hasta la Av. Joaquí­n V. González. Se realizó el recambio de veredas en todo el sector a intervenir,el soterramiento de cables,se renovó y completó la iluminación a nivel peatonal,y se incorporó arbolado y equipamiento urbano.;54446460;10;Monte Castro;;-34,619,282;-58,503,978;8/1/2017;4/1/2018;12;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_montecastroavalvarezjonte_foto1.jpg;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_rendermontecastroejecomercialalvarezjonte_foto2.jpg;;;Ilubaires S.A;2016;;;30693811860;;;SI;;;https://www.buenosaires.gob.ar/baobras/entorno-monte-castro;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-20623475-DGRU.pdf;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
333;Plan Tribunales;Av. Córdoba (E/ Cerrito Y Callao): Rehabilitación;Finalizada;Espacio Público;Ministerio de Espacio Público e Higiene Urbana;La intervención propuso la renovación de las aceras,la incorporación de planteras y arbolados,continuando con lo realizado en la primera etapa. A su vez se realizó el soterramiento de cables en toda el área de intervención y se incorporó equipamiento urbano.;21748597;1;San Nicolás;;-34,599,213;-58,387,449;11/1/2016;5/1/2017;12;100;https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_tribunales_rehabilitacioncordoba_foto1.jpg;;;;Naku Construcciones S.R.L;2016;;;30575292174;;;SI;;;https://www.buenosaires.gob.ar/baobras/plan-tribunales;https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-18799709-DGRU.pdf;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
